context_conditions,n_context_conditions,occurrence_id,setup_def_version,tf,session_globex_day,segment_id,direction,origin_family,origin_object_id,origin_extreme,trigger_object_id,trigger_index,C_index,trigger_ts_et,availability_et,entry,structural_stop,structural_target,target_kind,risk_points,risk_atr,target_R,expiry_E_bars,resolve_H_1m,exact_graph,reduced_graph,broad_family,structural_score,sc_context_coherence,sc_trigger_clarity,sc_displacement_quality,sc_freshness,sc_invalidation_clarity,sc_target_room,sc_contradiction,primitive_ids,outcome,entry_fill_et,resolution_et,realized_R,favorable,mfe_R,mae_R,time_to_target_min,time_to_invalidation_min,target_still_valid,feat_direction,feat_session,feat_origin_family,feat_time_anchor,feat_displacement_atr,feat_path_efficiency,feat_fvg_tf,feat_fvg_width_atr,feat_vwap_side,feat_nearest_vwap_band,feat_nearest_band_dist_atr,feat_level_family,feat_target_distance_R,feat_opposing_distance_atr,feat_volatility_bucket,feat_risk_atr,prior_global_p,prior_global_R,exact_n,exact_wins,exact_losses,exact_fav_rate,exact_mean_R,reduced_n,reduced_fav_rate,reduced_mean_R,broad_n,broad_fav_rate,broad_mean_R,global_n,w_exact,w_reduced,w_broad,shrunk_favorable_probability,shrunk_expected_R,evidence_count,effective_sample_size,uncertainty_halfwidth,final_predicted_class
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0420-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-08,6,short,FVG_FAILURE,FVG-5m-bull-20260625T2345,29239.75,FVG-5m-bear-20260708T0425,36499,36500,2026-07-08 04:20:00-04:00,2026-07-08 04:30:00-04:00,29136.0,29252.5,29132.0,level,116.5,2.184,0.034,20,120,FVG_FAILURE(20260625T2345)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,60.422,1.0,0.4342,0.9068,1.0,0.5693,0.0114,0.925,ORIGIN:FVG-5m-bull-20260625T2345 ; TRIGGER_FVG:FVG-5m-bear-20260708T0425,EXPIRED,,,,False,,,,,True,short,2026-07-08,FVG_FAILURE,off_anchor,6.177,0.814,5m,2.184,below,-2.618,0.093,,0.034,0.075,high,2.184,0.7827,0.2886,0,0,0,,,196,0.7398,0.2196,258,0.7481,0.2328,773,0.0,0.907,0.866,0.741,0.2215,0.0,196.0,0.0613,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-15m-20260708T0515-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-08,6,long,VWAP_BAND,VWAP-3.618-2026-07-08,28921.639505219337,FVG-15m-bull-20260708T0630,12170,12175,2026-07-08 05:15:00-04:00,2026-07-08 06:45:00-04:00,28996.0,28986.5,29011.852332693063,vwap_band,9.5,0.1,1.669,20,120,VWAP_BAND(08)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,59.752,1.0,0.5388,0.5381,1.0,0.4037,0.5562,0.8327,ORIGIN:VWAP-3.618-2026-07-08 ; TRIGGER_FVG:FVG-15m-bull-20260708T0630,WIN,2026-07-08 07:00:00-04:00,2026-07-08 07:00:00-04:00,1.6686665992697511,True,2.895,0.158,0.0,,True,long,2026-07-08,VWAP_BAND,off_anchor,0.937,0.452,15m,0.1,below,-2.618,0.167,,1.669,0.167,high,0.1,0.7827,0.2886,0,0,0,,,58,0.8276,0.0119,138,0.8696,0.2144,773,0.0,0.744,0.775,0.8333,0.0681,0.0,58.0,0.0959,NEUTRAL
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-15m-20260708T0615-L-FVG,cg-recognizer-v1.0.0,15m,2026-07-08,6,long,FVG_FAILURE,FVG-15m-bear-20260708T0515,29002.0,FVG-15m-bull-20260708T0630,12174,12175,2026-07-08 06:15:00-04:00,2026-07-08 06:45:00-04:00,28996.0,28986.5,29011.852332693063,vwap_band,9.5,0.1,1.669,20,120,FVG_FAILURE(20260708T0515)|long|15m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,59.752,1.0,0.5388,0.5381,1.0,0.4037,0.5562,0.8327,ORIGIN:FVG-15m-bear-20260708T0515 ; TRIGGER_FVG:FVG-15m-bull-20260708T0630,WIN,2026-07-08 07:00:00-04:00,2026-07-08 07:00:00-04:00,1.6686665992697511,True,2.895,0.158,0.0,,True,long,2026-07-08,FVG_FAILURE,off_anchor,0.937,0.452,15m,0.1,below,-2.618,0.167,,1.669,0.167,high,0.1,0.7827,0.2886,0,0,0,,,64,0.8281,0.2909,259,0.7568,0.3062,773,0.0,0.762,0.866,0.812,0.294,0.0,64.0,0.0957,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-15m-20260708T0615-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-08,6,long,VWAP_BAND,VWAP-3.0-2026-07-08,28964.307469491378,FVG-15m-bull-20260708T0630,12174,12175,2026-07-08 06:15:00-04:00,2026-07-08 06:45:00-04:00,28996.0,28986.5,29011.852332693063,vwap_band,9.5,0.1,1.669,20,120,VWAP_BAND(08)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,59.752,1.0,0.5388,0.5381,1.0,0.4037,0.5562,0.8327,ORIGIN:VWAP-3.0-2026-07-08 ; TRIGGER_FVG:FVG-15m-bull-20260708T0630,WIN,2026-07-08 07:00:00-04:00,2026-07-08 07:00:00-04:00,1.6686665992697511,True,2.895,0.158,0.0,,True,long,2026-07-08,VWAP_BAND,off_anchor,0.937,0.452,15m,0.1,below,-2.618,0.167,,1.669,0.167,high,0.1,0.7827,0.2886,0,0,0,,,58,0.8276,0.0119,138,0.8696,0.2144,773,0.0,0.744,0.775,0.8333,0.0681,0.0,58.0,0.0959,NEUTRAL
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0615-L-VWA,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,VWAP_BAND,VWAP-3.0-2026-07-08,28969.15954536847,FVG-5m-bull-20260708T0635,36522,36526,2026-07-08 06:15:00-04:00,2026-07-08 06:40:00-04:00,29028.0,29021.75,29046.0,level,6.25,0.159,2.88,20,120,VWAP_BAND(08)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,76.21,1.0,0.6919,0.7431,1.0,0.5568,0.96,0.5429,ORIGIN:VWAP-3.0-2026-07-08 ; TRIGGER_FVG:FVG-5m-bull-20260708T0635,LOSS,2026-07-08 06:58:00-04:00,2026-07-08 06:59:00-04:00,-1.0,False,1.48,2.8,,1.0,True,long,2026-07-08,VWAP_BAND,off_anchor,1.479,0.5,5m,0.159,below,-2.618,0.383,,2.88,0.457,low,0.159,0.7827,0.2886,0,0,0,,,80,0.9,0.3612,138,0.8696,0.2144,773,0.0,0.8,0.775,0.89,0.3352,0.0,80.0,0.0686,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0625-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,FVG_FAILURE,FVG-5m-bear-20260708T0505,29002.0,FVG-5m-bull-20260708T0635,36524,36526,2026-07-08 06:25:00-04:00,2026-07-08 06:40:00-04:00,29028.0,29021.75,29046.0,level,6.25,0.159,2.88,20,120,FVG_FAILURE(20260708T0505)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,76.21,1.0,0.6919,0.7431,1.0,0.5568,0.96,0.5429,ORIGIN:FVG-5m-bear-20260708T0505 ; TRIGGER_FVG:FVG-5m-bull-20260708T0635,LOSS,2026-07-08 06:58:00-04:00,2026-07-08 06:59:00-04:00,-1.0,False,1.48,2.8,,1.0,True,long,2026-07-08,FVG_FAILURE,off_anchor,1.479,0.5,5m,0.159,below,-2.618,0.383,,2.88,0.457,low,0.159,0.7827,0.2886,0,0,0,,,195,0.7333,0.3112,259,0.7568,0.3062,773,0.0,0.907,0.866,0.7358,0.3105,0.0,195.0,0.0619,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-15m-20260708T0630-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-08,6,long,VWAP_BAND,VWAP-2.618-2026-07-08,29011.852332693063,FVG-15m-bull-20260708T0745,12175,12180,2026-07-08 06:30:00-04:00,2026-07-08 08:00:00-04:00,29053.0,29012.75,29076.662736366892,vwap_band,40.25,0.408,0.588,20,120,VWAP_BAND(08)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,64.309,1.0,0.9932,0.4622,1.0,0.8716,0.196,0.76,ORIGIN:VWAP-2.618-2026-07-08 ; TRIGGER_FVG:FVG-15m-bull-20260708T0745,WIN,2026-07-08 11:25:00-04:00,2026-07-08 11:32:00-04:00,0.5878940712271356,True,0.814,0.472,7.0,,True,long,2026-07-08,VWAP_BAND,off_anchor,0.872,0.343,15m,0.408,below,-2.0,0.24,,0.588,0.24,normal,0.408,0.7827,0.2886,0,0,0,,,58,0.8276,0.0119,138,0.8696,0.2144,773,0.0,0.744,0.775,0.8333,0.0681,0.0,58.0,0.0959,NEUTRAL
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0630-L-VWA,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,VWAP_BAND,VWAP-2.618-2026-07-08,29015.106176244855,FVG-5m-bull-20260708T0635,36525,36526,2026-07-08 06:30:00-04:00,2026-07-08 06:40:00-04:00,29028.0,29021.75,29046.0,level,6.25,0.159,2.88,20,120,VWAP_BAND(08)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,76.21,1.0,0.6919,0.7431,1.0,0.5568,0.96,0.5429,ORIGIN:VWAP-2.618-2026-07-08 ; TRIGGER_FVG:FVG-5m-bull-20260708T0635,LOSS,2026-07-08 06:58:00-04:00,2026-07-08 06:59:00-04:00,-1.0,False,1.48,2.8,,1.0,True,long,2026-07-08,VWAP_BAND,off_anchor,1.479,0.5,5m,0.159,below,-2.618,0.383,,2.88,0.457,low,0.159,0.7827,0.2886,0,0,0,,,80,0.9,0.3612,138,0.8696,0.2144,773,0.0,0.8,0.775,0.89,0.3352,0.0,80.0,0.0686,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0655-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-08,6,short,FVG_FAILURE,FVG-5m-bull-20260708T0635,29028.0,FVG-5m-bear-20260708T0700,36530,36531,2026-07-08 06:55:00-04:00,2026-07-08 07:05:00-04:00,29028.5,29036.5,29008.5,level,8.0,0.235,2.5,20,120,FVG_FAILURE(20260708T0635)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,76.561,1.0,0.8233,0.6755,1.0,0.6881,0.8333,0.4115,ORIGIN:FVG-5m-bull-20260708T0635 ; TRIGGER_FVG:FVG-5m-bear-20260708T0700,WIN,2026-07-08 07:35:00-04:00,2026-07-08 07:38:00-04:00,2.5,True,2.969,0.562,3.0,,True,short,2026-07-08,FVG_FAILURE,off_anchor,1.361,0.444,5m,0.235,below,-2.618,0.735,,2.5,0.589,low,0.235,0.7827,0.2886,0,0,0,,,196,0.7398,0.2196,258,0.7481,0.2328,773,0.0,0.907,0.866,0.741,0.2215,0.0,196.0,0.0613,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0715-L-VWA,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,VWAP_BAND,VWAP-2.618-2026-07-08,28998.329739986875,FVG-5m-bull-20260708T0735,36534,36538,2026-07-08 07:15:00-04:00,2026-07-08 07:40:00-04:00,29001.5,29000.0,29046.0,level,1.5,0.046,29.667,20,120,VWAP_BAND(08)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,58.485,1.0,0.2767,0.3168,1.0,0.1416,1.0,0.0,ORIGIN:VWAP-2.618-2026-07-08 ; TRIGGER_FVG:FVG-5m-bull-20260708T0735,LOSS,2026-07-08 07:41:00-04:00,2026-07-08 07:41:00-04:00,-1.0,False,3.5,5.5,,0.0,True,long,2026-07-08,VWAP_BAND,off_anchor,0.632,0.212,5m,0.046,below,-2.618,0.257,,29.667,1.355,normal,0.046,0.7827,0.2886,0,0,0,,,80,0.9,0.3612,138,0.8696,0.2144,773,0.0,0.8,0.775,0.89,0.3352,0.0,80.0,0.0686,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0740-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,FVG_FAILURE,FVG-5m-bear-20260708T0700,29036.5,FVG-5m-bull-20260708T0745,36539,36540,2026-07-08 07:40:00-04:00,2026-07-08 07:50:00-04:00,29063.5,29033.0,29079.6940622005,vwap_band,30.5,0.801,0.531,20,120,FVG_FAILURE(20260708T0700)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,66.65,1.0,0.7686,0.6521,1.0,0.9038,0.177,0.5748,ORIGIN:FVG-5m-bear-20260708T0700 ; TRIGGER_FVG:FVG-5m-bull-20260708T0745,WIN,2026-07-08 07:50:00-04:00,2026-07-08 07:50:00-04:00,0.5309528590327407,True,0.582,0.344,0.0,,True,long,2026-07-08,FVG_FAILURE,off_anchor,1.641,0.304,5m,0.801,below,-2.0,0.425,,0.531,0.425,normal,0.801,0.7827,0.2886,0,0,0,,,195,0.7333,0.3112,259,0.7568,0.3062,773,0.0,0.907,0.866,0.7358,0.3105,0.0,195.0,0.0619,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-15m-20260708T0745-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-08,6,long,VWAP_BAND,VWAP-2.0-2026-07-08,29076.662736366892,FVG-15m-bull-20260708T0815,12180,12182,2026-07-08 07:45:00-04:00,2026-07-08 08:30:00-04:00,29124.75,29114.75,29126.5,level,10.0,0.13,0.175,20,120,VWAP_BAND(08)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,55.09,1.0,0.626,0.5921,1.0,0.4909,0.0583,0.9772,ORIGIN:VWAP-2.0-2026-07-08 ; TRIGGER_FVG:FVG-15m-bull-20260708T0815,AMBIGUOUS,2026-07-08 11:16:00-04:00,2026-07-08 11:16:00-04:00,,False,1.625,1.675,,,True,long,2026-07-08,VWAP_BAND,off_anchor,1.211,0.377,15m,0.13,below,-1.618,0.054,,0.175,0.023,normal,0.13,0.7827,0.2886,0,0,0,,,58,0.8276,0.0119,138,0.8696,0.2144,773,0.0,0.744,0.775,0.8333,0.0681,0.0,58.0,0.0959,NEUTRAL
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0755-L-VWA,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,VWAP_BAND,VWAP-2.0-2026-07-08,29076.662736366892,FVG-5m-bull-20260708T0810,36542,36545,2026-07-08 07:55:00-04:00,2026-07-08 08:15:00-04:00,29146.0,29111.25,29162.5,level,34.75,0.748,0.475,20,120,VWAP_BAND(08)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,65.939,1.0,0.7915,0.626,1.0,0.9267,0.1583,0.645,ORIGIN:VWAP-2.0-2026-07-08 ; TRIGGER_FVG:FVG-5m-bull-20260708T0810,WIN,2026-07-08 08:15:00-04:00,2026-07-08 08:29:00-04:00,0.4748201438848921,True,0.978,0.612,14.0,,True,long,2026-07-08,VWAP_BAND,off_anchor,1.323,0.37,5m,0.748,below,-1.618,0.33,,0.475,0.355,high,0.748,0.7827,0.2886,0,0,0,,,80,0.9,0.3612,138,0.8696,0.2144,773,0.0,0.8,0.775,0.89,0.3352,0.0,80.0,0.0686,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0805-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,FVG_FAILURE,FVG-5m-bear-20260708T0430,29119.75,FVG-5m-bull-20260708T0810,36544,36545,2026-07-08 08:05:00-04:00,2026-07-08 08:15:00-04:00,29146.0,29111.25,29162.5,level,34.75,0.748,0.475,20,120,FVG_FAILURE(20260708T0430)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,65.939,1.0,0.7915,0.626,1.0,0.9267,0.1583,0.645,ORIGIN:FVG-5m-bear-20260708T0430 ; TRIGGER_FVG:FVG-5m-bull-20260708T0810,WIN,2026-07-08 08:15:00-04:00,2026-07-08 08:29:00-04:00,0.4748201438848921,True,0.978,0.612,14.0,,True,long,2026-07-08,FVG_FAILURE,off_anchor,1.323,0.37,5m,0.748,below,-1.618,0.33,,0.475,0.355,high,0.748,0.7827,0.2886,0,0,0,,,195,0.7333,0.3112,259,0.7568,0.3062,773,0.0,0.907,0.866,0.7358,0.3105,0.0,195.0,0.0619,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-5m-20260708T0805-L-VWA,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,VWAP_BAND,VWAP-1.618-2026-07-08,29131.39299395253,FVG-5m-bull-20260708T0810,36544,36545,2026-07-08 08:05:00-04:00,2026-07-08 08:15:00-04:00,29146.0,29111.25,29162.5,level,34.75,0.748,0.475,20,120,VWAP_BAND(08)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,65.939,1.0,0.7915,0.626,1.0,0.9267,0.1583,0.645,ORIGIN:VWAP-1.618-2026-07-08 ; TRIGGER_FVG:FVG-5m-bull-20260708T0810,WIN,2026-07-08 08:15:00-04:00,2026-07-08 08:29:00-04:00,0.4748201438848921,True,0.978,0.612,14.0,,True,long,2026-07-08,VWAP_BAND,off_anchor,1.323,0.37,5m,0.748,below,-1.618,0.33,,0.475,0.355,high,0.748,0.7827,0.2886,0,0,0,,,80,0.9,0.3612,138,0.8696,0.2144,773,0.0,0.8,0.775,0.89,0.3352,0.0,80.0,0.0686,FAVORABLE
origin=FVG_FAILURE | anchor=0930 | vwap_below,3,OC-15m-20260708T0930-L-FVG,cg-recognizer-v1.0.0,15m,2026-07-08,6,long,FVG_FAILURE,FVG-15m-bear-20260708T0430,29341.25,FVG-15m-bull-20260708T0945,12187,12188,2026-07-08 09:30:00-04:00,2026-07-08 10:00:00-04:00,29287.75,29230.0,29288.5,level,57.75,0.709,0.013,20,120,FVG_FAILURE(20260708T0430)|long|15m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,64.431,1.0,0.8093,0.7094,1.0,0.9445,0.0043,0.9908,ORIGIN:FVG-15m-bear-20260708T0430 ; TRIGGER_FVG:FVG-15m-bull-20260708T0945,WIN,2026-07-08 10:10:00-04:00,2026-07-08 10:10:00-04:00,0.012987012987012988,True,0.827,0.078,0.0,,True,long,2026-07-08,FVG_FAILURE,0930,1.908,0.419,15m,0.709,below,-1.0,0.077,,0.013,0.009,normal,0.709,0.7827,0.2886,0,0,0,,,64,0.8281,0.2909,259,0.7568,0.3062,773,0.0,0.762,0.866,0.812,0.294,0.0,64.0,0.0957,FAVORABLE
origin=VWAP_BAND | anchor=0930 | vwap_below,3,OC-15m-20260708T0930-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-08,6,long,VWAP_BAND,VWAP-1.618-2026-07-08,29243.918146591634,FVG-15m-bull-20260708T0945,12187,12188,2026-07-08 09:30:00-04:00,2026-07-08 10:00:00-04:00,29287.75,29230.0,29288.5,level,57.75,0.709,0.013,20,120,VWAP_BAND(08)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,64.431,1.0,0.8093,0.7094,1.0,0.9445,0.0043,0.9908,ORIGIN:VWAP-1.618-2026-07-08 ; TRIGGER_FVG:FVG-15m-bull-20260708T0945,WIN,2026-07-08 10:10:00-04:00,2026-07-08 10:10:00-04:00,0.012987012987012988,True,0.827,0.078,0.0,,True,long,2026-07-08,VWAP_BAND,0930,1.908,0.419,15m,0.709,below,-1.0,0.077,,0.013,0.009,normal,0.709,0.7827,0.2886,0,0,0,,,58,0.8276,0.0119,138,0.8696,0.2144,773,0.0,0.744,0.775,0.8333,0.0681,0.0,58.0,0.0959,NEUTRAL
origin=VWAP_BAND | anchor=0930 | vwap_below,3,OC-15m-20260708T0930-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-08,6,long,VWAP_BAND,VWAP-2.0-2026-07-08,29229.5287673345,FVG-15m-bull-20260708T0945,12187,12188,2026-07-08 09:30:00-04:00,2026-07-08 10:00:00-04:00,29287.75,29230.0,29288.5,level,57.75,0.709,0.013,20,120,VWAP_BAND(08)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,64.431,1.0,0.8093,0.7094,1.0,0.9445,0.0043,0.9908,ORIGIN:VWAP-2.0-2026-07-08 ; TRIGGER_FVG:FVG-15m-bull-20260708T0945,WIN,2026-07-08 10:10:00-04:00,2026-07-08 10:10:00-04:00,0.012987012987012988,True,0.827,0.078,0.0,,True,long,2026-07-08,VWAP_BAND,0930,1.908,0.419,15m,0.709,below,-1.0,0.077,,0.013,0.009,normal,0.709,0.7827,0.2886,0,0,0,,,58,0.8276,0.0119,138,0.8696,0.2144,773,0.0,0.744,0.775,0.8333,0.0681,0.0,58.0,0.0959,NEUTRAL
origin=VWAP_BAND | anchor=0930 | vwap_below,3,OC-15m-20260708T0930-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-08,6,long,VWAP_BAND,VWAP-2.618-2026-07-08,29206.249614504897,FVG-15m-bull-20260708T0945,12187,12188,2026-07-08 09:30:00-04:00,2026-07-08 10:00:00-04:00,29287.75,29230.0,29288.5,level,57.75,0.709,0.013,20,120,VWAP_BAND(08)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,64.431,1.0,0.8093,0.7094,1.0,0.9445,0.0043,0.9908,ORIGIN:VWAP-2.618-2026-07-08 ; TRIGGER_FVG:FVG-15m-bull-20260708T0945,WIN,2026-07-08 10:10:00-04:00,2026-07-08 10:10:00-04:00,0.012987012987012988,True,0.827,0.078,0.0,,True,long,2026-07-08,VWAP_BAND,0930,1.908,0.419,15m,0.709,below,-1.0,0.077,,0.013,0.009,normal,0.709,0.7827,0.2886,0,0,0,,,58,0.8276,0.0119,138,0.8696,0.2144,773,0.0,0.744,0.775,0.8333,0.0681,0.0,58.0,0.0959,NEUTRAL
origin=FVG_FAILURE | anchor=0930 | vwap_below,3,OC-5m-20260708T0930-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,FVG_FAILURE,FVG-5m-bear-20260708T0425,29252.5,FVG-5m-bull-20260708T0935,36561,36562,2026-07-08 09:30:00-04:00,2026-07-08 09:40:00-04:00,29254.5,29230.0,29260.75,level,24.5,0.471,0.255,20,120,FVG_FAILURE(20260708T0425)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,68.816,1.0,0.9453,0.7426,1.0,0.9195,0.085,0.8798,ORIGIN:FVG-5m-bear-20260708T0425 ; TRIGGER_FVG:FVG-5m-bull-20260708T0935,WIN,2026-07-08 10:12:00-04:00,2026-07-08 10:12:00-04:00,0.25510204081632654,True,0.959,0.357,0.0,,True,long,2026-07-08,FVG_FAILURE,0930,2.669,0.485,5m,0.471,below,-1.0,0.124,,0.255,0.12,normal,0.471,0.7827,0.2886,0,0,0,,,195,0.7333,0.3112,259,0.7568,0.3062,773,0.0,0.907,0.866,0.7358,0.3105,0.0,195.0,0.0619,FAVORABLE
origin=VWAP_BAND | anchor=0930 | vwap_below,3,OC-5m-20260708T0930-L-VWA,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,VWAP_BAND,VWAP-2.0-2026-07-08,29222.757419623533,FVG-5m-bull-20260708T0935,36561,36562,2026-07-08 09:30:00-04:00,2026-07-08 09:40:00-04:00,29254.5,29230.0,29260.75,level,24.5,0.471,0.255,20,120,VWAP_BAND(08)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,68.816,1.0,0.9453,0.7426,1.0,0.9195,0.085,0.8798,ORIGIN:VWAP-2.0-2026-07-08 ; TRIGGER_FVG:FVG-5m-bull-20260708T0935,WIN,2026-07-08 10:12:00-04:00,2026-07-08 10:12:00-04:00,0.25510204081632654,True,0.959,0.357,0.0,,True,long,2026-07-08,VWAP_BAND,0930,2.669,0.485,5m,0.471,below,-1.0,0.124,,0.255,0.12,normal,0.471,0.7827,0.2886,0,0,0,,,80,0.9,0.3612,138,0.8696,0.2144,773,0.0,0.8,0.775,0.89,0.3352,0.0,80.0,0.0686,FAVORABLE
origin=VWAP_BAND | anchor=0930 | vwap_below,3,OC-5m-20260708T0930-L-VWA,cg-recognizer-v1.0.0,5m,2026-07-08,6,long,VWAP_BAND,VWAP-2.618-2026-07-08,29205.951933166292,FVG-5m-bull-20260708T0935,36561,36562,2026-07-08 09:30:00-04:00,2026-07-08 09:40:00-04:00,29254.5,29230.0,29260.75,level,24.5,0.471,0.255,20,120,VWAP_BAND(08)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,68.816,1.0,0.9453,0.7426,1.0,0.9195,0.085,0.8798,ORIGIN:VWAP-2.618-2026-07-08 ; TRIGGER_FVG:FVG-5m-bull-20260708T0935,WIN,2026-07-08 10:12:00-04:00,2026-07-08 10:12:00-04:00,0.25510204081632654,True,0.959,0.357,0.0,,True,long,2026-07-08,VWAP_BAND,0930,2.669,0.485,5m,0.471,below,-1.0,0.124,,0.255,0.12,normal,0.471,0.7827,0.2886,0,0,0,,,80,0.9,0.3612,138,0.8696,0.2144,773,0.0,0.8,0.775,0.89,0.3352,0.0,80.0,0.0686,FAVORABLE
