branch_id,episode_id,parent_branch_id,hypothesis_id,continuation_or_fade,terminal_status,terminal_reason,n_events
GBR-024307,GEP-005382,GBR-024246,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024308,GEP-005395,GBR-024250,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024309,GEP-005395,GBR-024250,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024310,GEP-005395,GBR-024250,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024311,GEP-005396,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-024312,GEP-005396,GBR-024311,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-024313,GEP-005396,GBR-024311,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-024314,GEP-005396,GBR-024311,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024315,GEP-005396,GBR-024311,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024316,GEP-005396,GBR-024311,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024317,GEP-005396,GBR-024311,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024318,GEP-005397,,H_rb_reaction_continuation,continuation,EXPIRED,expiry,1
GBR-024319,GEP-005397,GBR-024318,H_rb_fvg_fill_continuation,continuation,EXPIRED,expiry,1
GBR-024320,GEP-005397,GBR-024318,H_rb_unresolved_fade,fade,EXPIRED,expiry,1
GBR-024321,GEP-005398,GBR-024298,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024322,GEP-005398,GBR-024298,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024323,GEP-005398,GBR-024298,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024324,GEP-005399,GBR-024311,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024325,GEP-005399,GBR-024311,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024326,GEP-005399,GBR-024311,H_ifvg_retest,fade,EXPIRED,expiry,3
GBR-024327,GEP-005400,,H_fvg_no_fill_continuation,continuation,EMITTED,fvg_no_fill,2
GBR-024328,GEP-005400,GBR-024327,H_fvg_first_touch,continuation,EXPIRED,expiry,1
GBR-024329,GEP-005400,GBR-024327,H_fvg_first_fill,continuation,EXPIRED,expiry,1
GBR-024330,GEP-005400,GBR-024327,H_fvg_midpoint,continuation,EXPIRED,expiry,1
GBR-024331,GEP-005400,GBR-024327,H_fvg_full_fill,continuation,EXPIRED,expiry,1
GBR-024332,GEP-005401,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024333,GEP-005401,GBR-024332,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-024334,GEP-005402,,H_fvg_no_fill_continuation,continuation,INVALIDATED,opposing_move,1
GBR-024335,GEP-005402,GBR-024334,H_fvg_first_touch,continuation,EXPIRED,expiry,1
GBR-024336,GEP-005402,GBR-024334,H_fvg_first_fill,continuation,EXPIRED,expiry,1
GBR-024337,GEP-005402,GBR-024334,H_fvg_midpoint,continuation,EXPIRED,expiry,1
GBR-024338,GEP-005402,GBR-024334,H_fvg_full_fill,continuation,EXPIRED,expiry,1
GBR-024339,GEP-005403,GBR-024286,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024340,GEP-005403,GBR-024286,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024341,GEP-005403,GBR-024286,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024342,GEP-005391,GBR-024291,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024343,GEP-005391,GBR-024291,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024344,GEP-005391,GBR-024291,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024345,GEP-005392,GBR-024293,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024346,GEP-005392,GBR-024293,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024347,GEP-005392,GBR-024293,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024348,GEP-005404,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024349,GEP-005404,GBR-024348,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024350,GEP-005405,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024351,GEP-005405,GBR-024350,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024352,GEP-005406,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024353,GEP-005406,GBR-024352,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024354,GEP-005407,,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-024355,GEP-005407,GBR-024354,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024356,GEP-005407,GBR-024354,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024357,GEP-005407,GBR-024354,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024358,GEP-005407,GBR-024354,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024359,GEP-005408,,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-024360,GEP-005408,GBR-024359,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024361,GEP-005408,GBR-024359,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024362,GEP-005408,GBR-024359,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024363,GEP-005408,GBR-024359,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024364,GEP-005404,GBR-024348,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024365,GEP-005404,GBR-024348,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024366,GEP-005404,GBR-024348,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024367,GEP-005405,GBR-024350,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024368,GEP-005405,GBR-024350,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024369,GEP-005405,GBR-024350,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024370,GEP-005406,GBR-024352,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024371,GEP-005406,GBR-024352,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024372,GEP-005406,GBR-024352,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024373,GEP-005293,GBR-023854,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024374,GEP-005293,GBR-023854,H_liquidity_sweep_reclaim_fade,fade,EXPIRED,expiry,1
GBR-024375,GEP-005293,GBR-023854,H_liquidity_sweep_accept_continuation,continuation,EXPIRED,expiry,1
GBR-024376,GEP-005409,,H_rb_reaction_continuation,continuation,UNRESOLVED,expiry,2
GBR-024377,GEP-005409,GBR-024376,H_rb_fvg_fill_continuation,continuation,UNRESOLVED,expiry,2
GBR-024378,GEP-005409,GBR-024376,H_rb_unresolved_fade,fade,UNRESOLVED,expiry,2
GBR-024379,GEP-005410,GBR-024354,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024380,GEP-005410,GBR-024354,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024381,GEP-005410,GBR-024354,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024382,GEP-005411,GBR-024359,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024383,GEP-005411,GBR-024359,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024384,GEP-005411,GBR-024359,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024385,GEP-005412,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-024386,GEP-005412,GBR-024385,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-024387,GEP-005412,GBR-024385,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-024388,GEP-005412,GBR-024385,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024389,GEP-005412,GBR-024385,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024390,GEP-005412,GBR-024385,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024391,GEP-005412,GBR-024385,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024392,GEP-005303,GBR-023894,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024393,GEP-005303,GBR-023894,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024394,GEP-005303,GBR-023894,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024395,GEP-005413,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024396,GEP-005413,GBR-024395,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-024397,GEP-005414,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024398,GEP-005414,GBR-024397,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-024399,GEP-005415,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024400,GEP-005415,GBR-024399,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-024401,GEP-005416,,H_rb_reaction_continuation,continuation,UNRESOLVED,expiry,2
GBR-024402,GEP-005416,GBR-024401,H_rb_fvg_fill_continuation,continuation,UNRESOLVED,expiry,2
GBR-024403,GEP-005416,GBR-024401,H_rb_unresolved_fade,fade,UNRESOLVED,expiry,2
GBR-024404,GEP-005417,,H_fvg_no_fill_continuation,continuation,EXPIRED,expiry,1
GBR-024405,GEP-005417,GBR-024404,H_fvg_first_touch,continuation,EXPIRED,expiry,1
GBR-024406,GEP-005417,GBR-024404,H_fvg_first_fill,continuation,EXPIRED,expiry,1
GBR-024407,GEP-005417,GBR-024404,H_fvg_midpoint,continuation,EXPIRED,expiry,1
GBR-024408,GEP-005417,GBR-024404,H_fvg_full_fill,continuation,EXPIRED,expiry,1
GBR-024409,GEP-005418,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024410,GEP-005418,GBR-024409,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-024411,GEP-005419,GBR-024385,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024412,GEP-005419,GBR-024385,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024413,GEP-005419,GBR-024385,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024414,GEP-005420,,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-024415,GEP-005420,GBR-024414,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024416,GEP-005420,GBR-024414,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024417,GEP-005420,GBR-024414,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024418,GEP-005420,GBR-024414,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024419,GEP-005418,GBR-024409,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024420,GEP-005418,GBR-024409,H_liquidity_sweep_reclaim_fade,fade,EXPIRED,expiry,1
GBR-024421,GEP-005418,GBR-024409,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024422,GEP-005421,,H_liquidity_break_accept_continuation,continuation,EXPIRED,expiry,1
GBR-024423,GEP-005421,GBR-024422,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-024424,GEP-005422,,H_liquidity_break_accept_continuation,continuation,EXPIRED,expiry,1
GBR-024425,GEP-005422,GBR-024424,H_liquidity_break_failed_fade,fade,EXPIRED,expiry,1
GBR-024426,GEP-005423,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024427,GEP-005423,GBR-024426,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024428,GEP-005424,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024429,GEP-005424,GBR-024428,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024430,GEP-005425,,H_vwap_bounce_continuation,continuation,EMITTED,vwap_bounce,1
GBR-024431,GEP-005425,GBR-024430,H_vwap_band_fade,fade,EMITTED,vwap_band_fade,1
GBR-024432,GEP-005426,,H_compression_expansion,continuation,EMITTED,compression_expansion,2
GBR-024433,GEP-005426,GBR-024432,H_compression_false_expansion_fade,fade,EXPIRED,inactive,1
GBR-024434,GEP-005427,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024435,GEP-005427,GBR-024434,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024436,GEP-005428,,H_time_anchor_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024437,GEP-005428,GBR-024436,H_time_anchor_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024438,GEP-005425,GBR-024430,H_vwap_break_accept_continuation,continuation,EXPIRED,inactive,1
GBR-024439,GEP-005428,GBR-024436,H_time_anchor_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024440,GEP-005428,GBR-024436,H_time_anchor_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024441,GEP-005428,GBR-024436,H_time_anchor_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024442,GEP-005428,GBR-024436,H_anchor_reclaim_continuation,continuation,EMITTED,anchor_reclaim,1
GBR-024443,GEP-005429,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024444,GEP-005429,GBR-024443,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024445,GEP-005423,GBR-024426,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024446,GEP-005423,GBR-024426,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024447,GEP-005423,GBR-024426,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024448,GEP-005427,GBR-024434,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024449,GEP-005427,GBR-024434,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024450,GEP-005427,GBR-024434,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024451,GEP-005430,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024452,GEP-005430,GBR-024451,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024453,GEP-005424,GBR-024428,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024454,GEP-005424,GBR-024428,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024455,GEP-005424,GBR-024428,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024456,GEP-005431,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024457,GEP-005431,GBR-024456,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024458,GEP-005432,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024459,GEP-005432,GBR-024458,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024460,GEP-005433,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024461,GEP-005433,GBR-024460,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024462,GEP-005434,GBR-024404,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024463,GEP-005434,GBR-024404,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024464,GEP-005434,GBR-024404,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024465,GEP-005435,GBR-024414,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024466,GEP-005435,GBR-024414,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024467,GEP-005435,GBR-024414,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024468,GEP-005436,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-024469,GEP-005436,GBR-024468,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-024470,GEP-005436,GBR-024468,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-024471,GEP-005436,GBR-024468,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024472,GEP-005436,GBR-024468,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024473,GEP-005436,GBR-024468,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024474,GEP-005436,GBR-024468,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024475,GEP-005437,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024476,GEP-005437,GBR-024475,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024477,GEP-005438,GBR-024468,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024478,GEP-005438,GBR-024468,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024479,GEP-005438,GBR-024468,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024480,GEP-005439,,H_fvg_formation_close,continuation,EMITTED,fvg_formation,1
GBR-024481,GEP-005439,GBR-024480,H_fvg_next_bar,continuation,EMITTED,fvg_formation,1
GBR-024482,GEP-005439,GBR-024480,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-024483,GEP-005439,GBR-024480,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024484,GEP-005439,GBR-024480,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024485,GEP-005439,GBR-024480,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024486,GEP-005439,GBR-024480,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024487,GEP-005223,GBR-023519,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024488,GEP-005223,GBR-023519,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024489,GEP-005223,GBR-023519,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024490,GEP-005229,GBR-023537,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024491,GEP-005229,GBR-023537,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024492,GEP-005229,GBR-023537,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024493,GEP-005413,GBR-024395,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024494,GEP-005413,GBR-024395,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024495,GEP-005413,GBR-024395,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024496,GEP-005432,GBR-024458,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024497,GEP-005432,GBR-024458,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024498,GEP-005432,GBR-024458,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024499,GEP-005414,GBR-024397,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024500,GEP-005414,GBR-024397,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024501,GEP-005414,GBR-024397,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024502,GEP-005224,GBR-023521,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024503,GEP-005224,GBR-023521,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024504,GEP-005224,GBR-023521,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024505,GEP-005440,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024506,GEP-005440,GBR-024505,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024507,GEP-005433,GBR-024460,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024508,GEP-005433,GBR-024460,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024509,GEP-005433,GBR-024460,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024510,GEP-005441,,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024511,GEP-005441,GBR-024510,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024512,GEP-005441,GBR-024510,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024513,GEP-005441,GBR-024510,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024514,GEP-005441,GBR-024510,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024515,GEP-005442,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024516,GEP-005442,GBR-024515,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024517,GEP-005443,,H_rb_reaction_continuation,continuation,EMITTED,rb_reaction,3
GBR-024518,GEP-005443,GBR-024517,H_rb_fvg_fill_continuation,continuation,INVALIDATED,origin_invalidated,3
GBR-024519,GEP-005443,GBR-024517,H_rb_unresolved_fade,fade,INVALIDATED,origin_invalidated,3
GBR-024520,GEP-005444,,H_fvg_no_fill_continuation,continuation,INVALIDATED,opposing_move,1
GBR-024521,GEP-005444,GBR-024520,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024522,GEP-005444,GBR-024520,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024523,GEP-005444,GBR-024520,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024524,GEP-005444,GBR-024520,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024525,GEP-005429,GBR-024443,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024526,GEP-005429,GBR-024443,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024527,GEP-005429,GBR-024443,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024528,GEP-005430,GBR-024451,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024529,GEP-005430,GBR-024451,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024530,GEP-005430,GBR-024451,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024531,GEP-005445,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024532,GEP-005445,GBR-024531,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024533,GEP-005431,GBR-024456,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024534,GEP-005431,GBR-024456,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024535,GEP-005431,GBR-024456,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024536,GEP-005446,,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-024537,GEP-005446,GBR-024536,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024538,GEP-005446,GBR-024536,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024539,GEP-005446,GBR-024536,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024540,GEP-005446,GBR-024536,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024541,GEP-005447,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024542,GEP-005447,GBR-024541,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024543,GEP-005448,,H_liquidity_break_accept_continuation,continuation,EMITTED,break_accept_cont,2
GBR-024544,GEP-005448,GBR-024543,H_liquidity_break_failed_fade,fade,EMITTED,break_failed_fade,2
GBR-024545,GEP-005449,GBR-024480,H_ifvg_immediate,fade,EMITTED,ifvg_activation,3
GBR-024546,GEP-005449,GBR-024480,H_ifvg_next_bar,fade,EMITTED,ifvg_activation,3
GBR-024547,GEP-005449,GBR-024480,H_ifvg_retest,fade,EMITTED,ifvg_retest,4
GBR-024548,GEP-005450,,H_fvg_no_fill_continuation,continuation,INVALIDATED,context_invalidated,1
GBR-024549,GEP-005450,GBR-024548,H_fvg_first_touch,continuation,EMITTED,fvg_fill,2
GBR-024550,GEP-005450,GBR-024548,H_fvg_first_fill,continuation,EMITTED,fvg_fill,2
GBR-024551,GEP-005450,GBR-024548,H_fvg_midpoint,continuation,EMITTED,fvg_fill,2
GBR-024552,GEP-005450,GBR-024548,H_fvg_full_fill,continuation,EMITTED,fvg_fill,2
GBR-024553,GEP-005440,GBR-024505,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024554,GEP-005440,GBR-024505,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024555,GEP-005440,GBR-024505,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024556,GEP-005422,GBR-024424,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024557,GEP-005422,GBR-024424,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024558,GEP-005422,GBR-024424,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
GBR-024559,GEP-005451,,H_rb_reaction_continuation,continuation,INVALIDATED,origin_invalidated,2
GBR-024560,GEP-005451,GBR-024559,H_rb_fvg_fill_continuation,continuation,INVALIDATED,origin_invalidated,2
GBR-024561,GEP-005451,GBR-024559,H_rb_unresolved_fade,fade,INVALIDATED,origin_invalidated,2
GBR-024562,GEP-005452,,H_liquidity_sweep_reject_fade,fade,EMITTED,sweep_fade,1
GBR-024563,GEP-005452,GBR-024562,H_liquidity_sweep_reclaim_fade,fade,EMITTED,sweep_reclaim_fade,2
GBR-024564,GEP-005452,GBR-024562,H_liquidity_sweep_accept_continuation,continuation,EMITTED,sweep_accept_cont,2
